,danbai,dan,danhong,hong,jiang,anhong,honghuang,qingzi,danzi,brightness,label,predict
2565,13,43,23,4,0,17,0,0,0,132.179999,danhong,danhong
2566,1,22,64,10,0,4,0,0,0,160.16977350000002,danhong,danhong
2567,50,39,9,0,0,1,0,0,0,149.24508390000003,danhong,danhong
2568,30,57,11,1,0,1,0,0,0,150.7557017,danhong,danhong
2569,32,54,12,0,0,2,0,0,1,159.7139221,danhong,danhong
2570,70,26,2,0,0,2,0,0,0,146.9161999,danhong,danhong
2571,11,44,23,0,0,0,0,1,20,145.991959,danhong,danhong
2572,29,47,20,4,0,0,0,0,0,163.3115619,danhong,danhong
2573,0,20,41,27,0,2,9,0,0,123.78294479999998,danhong,danhong
2574,45,41,11,0,0,2,0,0,1,152.7379386,danhong,danhong
2575,36,27,19,14,0,2,2,0,0,154.20336980000002,danhong,danhong
2576,28,36,23,9,0,3,2,0,0,142.4167876,danhong,danhong
2577,58,23,9,0,0,5,0,0,5,119.99085120000001,danhong,danhong
2578,41,16,12,0,0,31,0,0,1,108.06160530000001,danhong,danhong
2579,35,34,7,1,0,22,0,0,0,102.2857745,danhong,danhong
2580,5,35,45,15,0,0,0,0,0,172.9920281,danhong,danhong
2581,41,35,22,3,0,0,0,0,0,104.0054475,danhong,danhong
2582,31,44,18,1,0,6,0,0,0,132.7168172,danhong,danhong
2583,53,42,3,0,0,2,0,0,0,140.83403859999999,danhong,danhong
2584,0,29,59,11,0,1,0,0,0,132.1011465,danhong,danhong
2585,10,33,24,5,0,14,15,0,0,120.3566074,danhong,danhong
2586,35,21,27,18,0,0,0,0,0,155.375216,danhong,hong
2587,57,21,1,0,0,4,0,0,16,153.15181940000002,danhong,danhong
2588,47,38,10,1,0,4,0,0,0,151.7808632,danhong,danhong
2589,0,1,30,32,0,1,37,0,0,155.4257657,danhong,danhong
2590,11,52,33,3,0,0,0,0,0,161.7673708,danhong,danhong
2591,0,0,46,46,0,0,8,0,0,167.42505659999998,danhong,hong
2592,0,13,75,11,0,0,1,0,0,146.9497125,danhong,danhong
2593,0,4,28,26,0,32,11,0,0,151.16792880000003,danhong,danhong
2594,47,25,8,0,0,14,0,0,7,124.4354466,danhong,danhong
2595,1,10,26,24,0,10,30,0,0,139.106667,danhong,danhong
2596,29,44,19,1,0,6,0,0,0,151.03418349999998,danhong,danhong
2597,67,28,3,0,0,1,0,0,1,150.5672313,danhong,danhong
2598,0,2,70,25,0,3,0,0,0,164.4908789,danhong,hong
2599,50,4,0,0,0,43,2,0,0,119.2804483,danhong,danhong
2600,2,8,22,14,0,4,49,0,0,147.54256740000002,danhong,danhong
2601,0,4,27,46,0,3,20,0,0,105.61007179999999,danhong,hong
2602,0,0,23,32,0,19,26,0,0,121.84554399999999,danhong,hong
2603,44,38,6,0,0,12,0,0,0,121.855423,danhong,danhong
2604,0,0,14,50,9,4,23,0,0,131.527928,danhong,hong
2605,15,47,28,6,0,3,1,0,0,111.64456809999999,danhong,danhong
2606,0,0,1,3,3,0,92,0,0,177.9329521,danhong,danhong
2607,34,38,6,0,0,20,0,0,1,170.80115659999998,danhong,danhong
2608,100,0,0,0,0,0,0,0,0,141.0417978,danhong,danbai
2609,12,13,32,38,1,2,2,0,0,159.1942135,danhong,hong
2610,19,36,36,1,0,6,0,0,2,98.57023193,danhong,danhong
2611,47,32,10,0,0,10,0,0,0,145.86126169999997,danhong,danhong
2612,44,22,29,1,0,4,0,0,0,155.97266130000003,danhong,danhong
2613,0,0,14,38,0,7,41,0,0,117.00327,danhong,danhong
2614,46,45,7,0,0,2,0,0,0,125.0383857,danhong,danhong
2615,0,20,75,4,0,1,0,0,0,192.29147690000002,danhong,danhong
2616,20,26,23,9,0,18,4,0,0,132.4150301,danhong,danhong
2617,14,38,25,21,0,2,0,0,0,129.9856,danhong,hong
2618,69,28,3,0,0,0,0,0,0,147.5546274,danhong,danhong
2619,16,42,35,1,0,4,1,0,0,110.4031196,danhong,danhong
2620,24,45,18,5,0,5,2,0,0,134.84033630000002,danhong,danhong
2621,67,25,6,0,0,1,0,0,0,133.9537565,danhong,danhong
2622,0,17,57,19,0,6,0,0,0,168.6207638,danhong,hong
2623,4,17,12,9,0,58,0,0,0,88.03594916,danhong,hong
2624,15,49,34,1,0,2,0,0,0,134.90145230000002,danhong,danhong
2625,4,39,40,9,0,7,0,0,0,119.2637081,danhong,danhong
2626,26,52,20,0,0,2,0,0,0,122.1828166,danhong,danhong
2627,36,56,4,0,0,4,0,0,0,143.644901,danhong,danhong
2628,2,68,29,0,0,0,0,0,0,152.8853233,danhong,danhong
2629,12,46,30,7,0,2,2,0,0,128.39405349999998,danhong,danhong
2630,1,37,37,22,0,3,0,0,0,133.7150579,danhong,hong
2631,1,10,56,20,0,1,13,0,0,158.643897,danhong,danhong
2632,39,31,11,0,0,19,0,0,0,122.3855341,danhong,danhong
2633,42,30,17,1,0,0,0,0,9,118.09663590000002,danhong,danhong
2634,1,3,52,12,0,2,29,0,0,147.220787,danhong,danhong
2635,8,9,31,7,0,44,0,0,1,135.9969269,danhong,jiang
2636,0,11,30,52,0,6,1,0,0,126.9852281,danhong,hong
2637,0,15,78,6,0,0,1,0,0,190.1006954,danhong,danhong
2638,0,27,57,13,0,3,0,0,0,151.8187464,danhong,danhong
2639,34,28,26,12,0,1,0,0,0,148.9709628,danhong,hong
2640,38,39,14,5,0,4,0,0,0,100.1552689,danhong,danhong
2641,35,24,34,6,0,0,0,0,0,109.63572260000001,danhong,danhong
2642,44,26,22,3,0,4,0,0,0,128.7340164,danhong,danhong
2643,4,46,25,11,0,10,4,0,0,135.9587511,danhong,danhong
2644,21,38,21,11,0,9,0,0,0,144.95614430000003,danhong,hong
2645,2,17,30,9,0,2,40,0,0,123.6056303,danhong,danhong
2646,0,1,31,9,0,3,57,0,0,163.28775100000001,danhong,danhong
2647,52,27,1,0,0,20,0,0,0,119.71360530000001,danhong,danhong
2648,0,4,65,26,0,4,1,0,0,142.7252815,danhong,hong
2649,11,61,26,2,0,0,0,0,0,165.1839461,danhong,danhong
2650,35,31,30,1,0,3,0,0,0,156.8518876,danhong,danhong
2651,40,27,23,6,0,4,0,0,0,134.04203600000002,danhong,danhong
2652,2,42,50,1,0,0,5,0,0,178.8795426,danhong,danhong
2653,1,29,54,14,0,1,0,0,0,173.6822788,danhong,danhong
2654,11,49,29,1,0,2,8,0,0,158.62969569999998,danhong,danhong
2655,11,40,15,0,0,34,0,0,0,96.30746842,danhong,danhong
2656,4,50,32,3,0,9,2,0,0,139.4000302,danhong,danhong
2657,50,39,4,0,0,5,0,0,2,96.57469043,danhong,danhong
2658,0,6,29,51,0,13,1,0,0,91.47143959,danhong,hong
2659,35,48,3,0,0,7,0,0,7,134.3062022,danhong,danhong
2660,58,38,2,0,0,2,0,0,0,133.26717820000002,danhong,danhong
2661,4,18,62,10,0,6,0,0,0,125.0271314,danhong,danhong
2662,2,19,53,26,0,1,0,0,0,128.2388297,danhong,hong
2663,50,29,13,4,0,2,2,0,0,140.75039109999997,danhong,danhong
2664,6,37,28,9,0,20,0,0,0,98.81592544,danhong,danhong
2665,0,10,23,35,4,29,0,0,0,139.3667332,danhong,hong
2666,4,13,29,44,0,9,0,0,0,132.4592303,danhong,hong
2667,34,53,8,0,0,5,0,0,0,161.642654,danhong,danhong
2668,55,32,2,0,0,11,0,0,0,121.0052495,danhong,danhong
2669,0,0,16,38,0,7,38,0,0,121.5602851,danhong,hong
2670,37,37,21,3,0,3,0,0,0,156.47062730000002,danhong,danhong
2671,8,37,19,1,0,5,29,0,0,141.60844450000002,danhong,danhong
2672,0,11,24,20,0,2,44,0,0,133.8062431,danhong,danhong
2673,17,60,14,1,0,7,0,0,0,158.7375376,danhong,danhong
2674,6,33,48,5,0,0,8,0,0,139.57851630000002,danhong,danhong
2675,11,36,16,1,0,24,12,0,0,105.7981801,danhong,danhong
2676,1,9,29,57,0,5,0,0,0,171.5901996,danhong,hong
2677,63,28,8,0,0,0,0,0,0,151.961498,danhong,danhong
2678,1,9,58,24,0,6,2,0,0,194.1384399,danhong,hong
2679,20,46,21,7,0,6,0,0,0,114.83066550000001,danhong,danhong
2680,89,6,0,0,0,5,0,0,0,90.68110636,danhong,danhong
2681,18,52,21,1,0,2,0,0,7,139.9546446,danhong,danhong
2682,81,4,0,0,0,14,0,0,0,167.58824750000002,danhong,danhong
2683,1,0,31,19,0,0,49,0,0,135.3824121,danhong,danhong
2684,38,30,26,3,0,3,0,0,0,141.1406357,danhong,danhong
2685,25,41,24,5,0,4,0,0,0,163.0607145,danhong,danhong
2686,0,6,47,27,0,0,21,0,0,150.16469909999998,danhong,danhong
2687,8,25,39,19,0,9,0,0,0,173.41428180000003,danhong,hong
2688,9,18,30,28,0,2,14,0,0,144.08368769999998,danhong,danhong
2689,20,41,21,5,0,8,5,0,0,140.1807324,danhong,danhong
2690,0,2,29,30,0,0,38,0,0,131.64630459999998,danhong,danhong
2691,11,43,36,6,0,4,0,0,0,136.15048240000002,danhong,danhong
2692,2,42,53,0,0,3,0,0,0,111.86045320000001,danhong,danhong
2693,13,50,30,0,0,6,1,0,0,95.30109258,danhong,danhong
2694,0,52,43,0,0,0,5,0,0,144.113798,danhong,danhong
2695,2,21,26,8,0,42,0,0,0,86.62757637,danhong,danhong
2696,37,27,23,7,0,6,0,0,0,114.96405159999998,danhong,danhong
2697,17,59,13,0,0,10,0,0,0,117.7174905,danhong,danhong
2698,0,18,34,17,0,30,1,0,0,109.55023840000001,danhong,hong
2699,16,37,23,2,0,15,8,0,0,142.1032286,danhong,danhong
2700,0,5,45,38,0,8,4,0,0,144.48771240000002,danhong,hong
2701,23,62,9,0,0,6,0,0,0,124.26442959999999,danhong,danhong
2702,54,45,0,0,0,1,0,0,0,190.9366061,danhong,danhong
2703,52,42,4,0,0,3,0,0,0,166.0621526,danhong,danhong
2704,2,32,55,11,0,0,0,0,0,187.10095719999998,danhong,danhong
2705,67,17,6,1,0,10,0,0,0,154.57881819999997,danhong,danhong
2706,47,39,10,4,0,1,0,0,0,139.7579108,danhong,danhong
2707,61,26,9,2,0,0,0,0,1,166.3328483,danhong,danhong
2708,7,23,27,23,0,20,0,0,0,148.45393090000002,danhong,hong
2709,5,52,38,3,0,1,0,0,0,156.6334602,danhong,danhong
2710,28,41,28,0,0,2,0,0,0,163.8483345,danhong,danhong
2711,0,0,47,41,0,1,12,0,0,169.04017009999998,danhong,hong
2712,25,44,18,1,0,8,4,0,0,102.47824090000002,danhong,danhong
2713,25,42,18,2,0,13,0,0,0,159.79411059999998,danhong,danhong
2714,0,29,45,18,1,7,0,0,0,179.27122319999998,danhong,hong
2715,4,36,37,20,0,3,0,0,0,171.4879352,danhong,hong
2716,24,26,25,14,0,0,10,0,0,164.350537,danhong,danhong
2717,31,27,23,15,0,1,2,0,0,126.34563440000001,danhong,danhong
2718,39,56,5,0,0,1,0,0,0,159.4659913,danhong,danhong
2719,14,46,31,4,0,4,0,0,0,143.7698168,danhong,danhong
2720,1,40,49,10,0,0,0,0,0,155.8944769,danhong,danhong
2721,0,0,0,0,0,0,100,0,0,166.1897184,danhong,danhong
2722,17,22,39,22,0,1,0,0,0,187.08583869999998,danhong,hong
2723,29,26,27,17,0,2,0,0,0,129.0491447,danhong,hong
2724,1,32,27,27,0,12,1,0,0,107.82438379999999,danhong,hong
2725,60,35,2,0,0,3,0,0,0,123.94241629999999,danhong,danhong
2726,0,0,0,0,0,0,99,0,0,79.527484,danhong,danhong
2727,58,29,9,2,0,2,0,0,0,155.5784918,danhong,danhong
2728,14,24,45,13,0,3,0,0,0,163.9851538,danhong,danhong
2729,0,36,50,7,0,1,6,0,0,134.4780171,danhong,danhong
2730,63,30,4,1,0,1,1,0,0,169.9977351,danhong,danhong
2731,0,0,29,65,0,4,2,0,0,128.62993229999998,danhong,hong
2732,1,23,48,28,0,0,0,0,0,181.0950923,danhong,hong
2733,0,1,62,33,0,1,3,0,0,184.5149665,danhong,danhong
2734,18,39,37,2,0,4,0,0,0,159.60103490000003,danhong,danhong
2735,1,13,27,53,0,4,1,0,0,117.8306134,danhong,hong
2736,10,38,31,9,0,6,0,2,4,141.056655,danhong,danhong
2737,14,38,23,17,0,8,0,0,0,141.4779362,danhong,hong
2738,7,50,40,3,0,0,0,0,0,147.5203676,danhong,danhong
2739,8,62,26,0,0,2,2,0,0,160.333194,danhong,danhong
2740,12,47,31,1,0,5,4,0,0,145.5835289,danhong,danhong
2741,44,46,0,0,0,10,0,0,0,143.0820228,danhong,danhong
2742,35,42,9,1,0,12,1,0,0,138.2668389,danhong,danhong
2743,58,28,2,0,0,12,0,0,0,128.9365424,danhong,danhong
2744,0,31,42,10,0,8,9,0,0,153.13750119999997,danhong,danhong
2745,0,82,18,0,0,0,0,0,0,188.4996623,danhong,danhong
2746,0,3,31,36,0,30,0,0,0,128.3567747,danhong,hong
2747,0,0,8,2,0,0,90,0,0,151.4373707,danhong,danhong
2748,90,10,0,0,0,0,0,0,0,173.215747,danhong,danhong
2749,32,65,2,0,0,1,0,0,0,151.4023875,danhong,danhong
2750,14,74,8,0,0,3,0,0,0,129.1458168,danhong,danhong
2751,7,43,27,21,0,2,0,0,0,127.3832297,danhong,hong
2752,28,32,23,2,0,15,1,0,0,135.3520053,danhong,danhong
2753,1,4,47,40,0,3,6,0,0,199.91793180000002,danhong,hong
2754,39,46,8,0,0,6,0,0,0,137.7747731,danhong,danhong
2755,0,2,50,9,0,1,38,0,0,157.6748639,danhong,danhong
2756,0,0,18,66,0,0,16,0,0,129.59294309999999,danhong,hong
2757,25,14,23,4,0,0,33,0,0,119.3853007,danhong,danhong
2758,0,5,28,66,0,0,0,0,0,151.4273561,danhong,hong
2759,41,33,19,2,0,4,0,0,1,156.3557948,danhong,danhong
2760,24,66,8,0,0,2,0,0,0,167.04121669999998,danhong,danhong
2761,71,23,0,0,0,5,0,0,0,198.14025980000002,danhong,danhong
2762,2,43,47,5,0,2,0,0,0,158.73249130000002,danhong,danhong
2763,21,29,26,23,0,1,0,0,0,180.00656819999998,danhong,hong
2764,0,30,59,6,0,3,2,0,0,161.2675669,danhong,danhong
2765,8,26,22,28,0,11,5,0,0,105.616106,danhong,hong
2766,4,58,38,0,0,0,0,0,0,166.8395656,danhong,danhong
2767,0,0,34,51,0,2,13,0,0,160.57510380000002,danhong,hong
2768,7,28,42,10,0,4,8,0,0,142.1183248,danhong,danhong
2769,45,40,13,1,0,0,0,0,0,148.6023448,danhong,danhong
2770,30,35,19,12,0,4,0,0,0,156.3000851,danhong,hong
2771,10,42,33,4,0,11,0,0,0,130.0899211,danhong,danhong
2772,60,25,5,0,0,7,2,0,0,162.3342134,danhong,danhong
2773,25,46,27,0,0,2,0,0,0,155.31916130000002,danhong,danhong
2774,63,32,4,0,0,1,0,0,0,135.1479536,danhong,danhong
2775,51,33,3,0,0,7,0,0,5,136.80464819999997,danhong,danhong
2776,74,25,0,0,0,0,0,0,0,136.1751761,danhong,danhong
2777,38,59,2,0,0,0,1,0,0,135.57225269999998,danhong,danhong
2778,65,29,3,0,0,2,2,0,0,139.5885858,danhong,danhong
2779,6,27,30,11,0,4,22,0,0,147.247952,danhong,danhong
2780,0,1,17,21,0,3,59,0,0,134.7732808,danhong,danhong
2781,24,16,43,0,0,0,17,0,0,138.9320296,danhong,danhong
2782,77,17,1,0,0,3,0,0,2,135.52731200000002,danhong,danhong
2783,87,12,1,0,0,0,0,0,0,142.70721730000002,danhong,danhong
2784,11,52,30,2,0,2,4,0,0,111.6236434,danhong,danhong
2785,14,45,23,11,0,1,7,0,0,162.57809430000003,danhong,danhong
2786,16,41,36,2,0,5,0,0,0,166.02696619999998,danhong,danhong
2787,77,17,0,0,0,6,0,0,0,147.56222,danhong,danhong
2788,10,40,38,5,0,8,0,0,0,185.6840086,danhong,danhong
2789,10,63,26,0,0,1,1,0,0,163.237564,danhong,danhong
2790,52,33,10,1,0,4,0,0,0,134.4387406,danhong,danhong
2791,18,47,30,5,0,0,0,0,0,167.3677161,danhong,danhong
2792,1,14,64,13,0,9,1,0,0,123.7907919,danhong,danhong
2793,3,20,39,23,0,10,5,0,0,157.49979030000003,danhong,hong
2794,36,31,18,4,0,10,0,0,0,122.7541425,danhong,danhong
2795,7,57,34,1,0,1,0,0,0,124.99109250000001,danhong,danhong
2796,0,0,4,38,1,1,57,0,0,154.5655335,danhong,hong
2797,5,50,32,8,0,4,0,0,0,144.6605467,danhong,danhong
2798,11,31,44,5,0,10,0,0,0,133.4675504,danhong,danhong
2799,0,1,46,31,0,1,21,0,0,153.3743235,danhong,danhong
2800,0,14,59,24,0,1,1,0,0,178.453559,danhong,hong
2801,6,20,24,16,0,34,0,0,0,129.857597,danhong,hong
2802,0,0,45,30,0,1,24,0,0,186.53119809999998,danhong,danhong
2803,16,38,37,5,0,3,0,0,0,137.6351679,danhong,danhong
2804,12,62,18,1,0,8,0,0,0,173.4581224,danhong,danhong
2805,0,41,43,16,0,0,0,0,0,184.1992281,danhong,danhong
2806,29,38,21,9,0,2,0,0,0,151.7327937,danhong,danhong
2807,34,43,12,2,0,10,0,0,0,159.8589797,danhong,danhong
2808,63,23,9,0,0,5,0,0,0,152.2932816,danhong,danhong
2809,42,49,3,0,0,6,0,0,0,131.661008,danhong,danhong
2810,11,34,36,14,0,5,0,0,0,148.308755,danhong,danhong
2811,11,35,29,20,0,6,0,0,0,154.5865226,danhong,hong
2812,2,27,38,13,0,1,18,0,0,158.6824747,danhong,danhong
2813,1,50,35,13,0,1,0,0,0,147.2437873,danhong,danhong
2814,0,23,70,7,0,0,0,0,0,167.01471730000003,danhong,danhong
2815,2,92,6,0,0,0,0,0,0,164.51981919999997,danhong,danhong
2816,23,50,23,3,0,2,0,0,0,141.90392130000004,danhong,danhong
2817,17,57,26,0,0,0,0,0,0,164.3524412,danhong,danhong
2818,17,53,23,3,0,4,0,0,0,142.41724159999998,danhong,danhong
2819,46,46,8,0,0,0,0,0,0,136.8057805,danhong,danhong
2820,37,31,28,3,0,1,0,0,0,143.34840280000003,danhong,danhong
2821,32,43,17,4,0,4,0,0,0,181.42517969999997,danhong,danhong
2822,33,23,0,0,0,43,0,0,0,106.76804270000001,danhong,danhong
2823,31,36,17,12,0,4,0,0,0,174.8009925,danhong,hong
2824,1,9,41,26,0,7,16,0,0,132.75940500000002,danhong,danhong
2825,0,1,26,24,0,1,48,0,0,126.4715338,danhong,danhong
2826,0,28,36,19,0,17,0,0,0,150.649946,danhong,hong
2827,0,0,17,14,0,2,66,0,0,141.7063109,danhong,danhong
2828,20,67,8,0,0,5,0,0,0,171.4521186,danhong,danhong
2829,9,9,13,11,0,36,23,0,0,129.4709626,danhong,danhong
2830,35,32,8,5,0,13,6,0,1,126.93252050000001,danhong,danhong
2831,0,1,54,12,0,5,28,0,0,170.0044763,danhong,danhong
2832,6,21,8,0,0,49,16,0,0,75.22724679,danhong,danhong
2833,21,23,37,10,0,9,0,0,0,188.1094698,danhong,hong
2834,69,26,5,0,0,0,0,0,0,177.41695249999998,danhong,danhong
2835,0,11,67,21,0,0,0,0,0,162.4959351,danhong,hong
2836,13,20,20,18,0,2,27,0,0,131.78879560000001,danhong,danhong
2837,41,45,12,1,0,0,0,0,1,166.622241,danhong,danhong
2838,1,18,34,31,0,1,15,0,0,128.0281415,danhong,hong
2839,21,35,32,6,0,6,1,0,0,106.1978344,danhong,danhong
2840,1,14,60,20,0,6,0,0,0,166.002973,danhong,hong
2841,42,34,23,0,0,0,0,0,0,178.061194,danhong,danhong
2842,1,35,54,8,0,2,0,0,0,168.01527430000002,danhong,danhong
2843,78,18,2,0,0,1,0,0,0,164.37983180000003,danhong,danhong
2844,0,1,23,73,0,1,3,0,0,159.4196523,danhong,hong
2845,36,20,16,23,0,5,0,0,0,127.46857040000002,danhong,hong
2846,10,15,32,23,0,1,19,0,0,137.56259340000003,danhong,danhong
2847,0,0,34,43,0,3,20,0,0,148.5525773,danhong,hong
2848,40,51,2,0,0,8,0,0,0,113.1182649,danhong,danhong
2849,24,51,20,0,0,4,0,0,0,158.1596136,danhong,danhong
2850,26,65,10,0,0,0,0,0,0,133.5976283,danhong,danhong
2851,0,0,41,35,0,1,23,0,0,154.4830464,danhong,hong
2852,0,13,53,27,0,6,1,0,0,126.34231750000001,danhong,hong
2853,31,38,20,8,0,2,2,0,0,155.66899919999997,danhong,danhong
2854,10,56,30,2,0,2,0,0,0,120.59414040000001,danhong,danhong
2855,2,60,37,0,0,1,0,0,0,161.1504853,danhong,danhong
2856,37,29,28,5,0,0,0,0,0,192.0089163,danhong,danhong
2857,20,41,28,7,0,3,1,0,0,150.2986308,danhong,danhong
2858,11,34,48,7,0,0,0,0,0,156.3087676,danhong,danhong
2859,52,34,10,5,0,0,0,0,0,167.6057749,danhong,danhong
2860,8,44,30,9,0,4,6,0,0,155.80859919999997,danhong,danhong
2861,45,33,17,0,0,5,0,0,0,140.7948933,danhong,danhong
2862,0,13,75,12,0,0,0,0,0,159.3212013,danhong,danhong
2863,0,4,86,6,0,1,4,0,0,166.8956824,danhong,danhong
2864,33,48,11,0,0,3,5,0,0,127.43342870000001,danhong,danhong
2865,64,27,8,0,0,1,0,0,0,155.90998090000002,danhong,danhong
2866,66,23,1,0,0,10,0,0,0,118.4167873,danhong,danhong
2867,2,23,19,20,0,1,35,0,0,144.1034945,danhong,danhong
2868,56,42,1,0,0,1,0,0,0,179.6810632,danhong,danhong
2869,17,17,2,0,0,63,0,0,1,98.60321257,danhong,danhong
2870,22,30,26,18,0,1,4,0,0,163.9347864,danhong,danhong
2871,8,10,26,36,0,8,13,0,0,123.86833109999999,danhong,hong
2872,12,69,15,1,0,3,0,0,0,179.4987645,danhong,danhong
2873,8,27,31,28,0,3,3,0,0,163.0411956,danhong,hong
2874,45,28,25,1,0,0,0,0,0,177.69402549999998,danhong,danhong
2875,19,29,35,12,0,3,0,0,3,134.7684619,danhong,hong
2876,17,37,35,7,0,3,1,0,0,141.6177962,danhong,danhong
2877,3,20,52,16,0,9,0,0,0,163.8446639,danhong,danhong
2878,55,38,2,0,0,4,0,0,1,154.3096301,danhong,danhong
2879,27,57,13,1,0,3,0,0,0,151.2251686,danhong,danhong
2880,1,10,31,50,0,6,2,0,0,156.6598813,danhong,hong
2881,6,15,39,19,0,3,17,0,0,175.08483769999998,danhong,danhong
2882,0,19,56,9,0,1,15,0,0,130.5163287,danhong,danhong
2883,23,30,39,8,0,1,0,0,0,198.4403165,danhong,danhong
2884,50,46,3,0,0,1,0,0,0,138.6128492,danhong,danhong
2885,0,24,27,42,0,7,0,0,0,128.6696576,danhong,hong
2886,0,10,33,48,0,9,0,0,0,162.3777915,danhong,hong
2887,3,55,34,6,0,2,0,0,0,148.2387304,danhong,danhong
2888,0,6,49,44,0,1,0,0,0,150.1601031,danhong,hong
2889,45,21,14,15,0,4,1,0,0,135.28023069999998,danhong,danhong
2890,52,32,8,0,0,3,0,0,4,142.9235813,danhong,danhong
2891,57,23,13,4,0,1,0,0,1,162.16356519999997,danhong,danhong
2892,20,68,11,0,0,1,0,0,0,169.8413066,danhong,danhong
2893,24,26,49,1,0,1,0,0,0,176.41455359999998,danhong,danhong
2894,51,24,4,0,0,20,0,0,0,106.1860242,danhong,danhong
2895,37,39,14,5,0,5,0,0,0,173.1339687,danhong,danhong
2896,6,58,30,5,0,0,0,0,0,155.6593636,danhong,danhong
2897,27,34,29,6,0,0,4,0,0,156.72057759999998,danhong,danhong
2898,0,10,38,45,0,0,7,0,0,151.0120092,danhong,hong
2899,2,19,21,14,0,2,43,0,0,165.61044909999998,danhong,danhong
2900,19,28,17,0,0,15,22,0,0,92.05695073,danhong,danhong
2901,29,55,15,0,0,0,0,0,0,130.92326090000003,danhong,danhong
2902,1,23,60,8,0,4,4,0,0,159.1412267,danhong,danhong
2903,0,0,20,14,0,0,66,0,0,160.1977399,danhong,danhong
2904,8,39,24,20,0,9,0,0,0,123.3092112,danhong,hong
2905,29,30,24,8,0,8,1,0,0,129.9580455,danhong,danhong
2906,0,8,38,39,0,7,8,0,0,128.9465446,danhong,hong
2907,0,3,46,25,0,0,26,0,0,160.83912130000002,danhong,danhong
2908,72,16,1,0,0,10,0,0,1,161.4906082,danhong,danhong
2909,12,32,45,3,0,9,0,0,0,157.5697709,danhong,danhong
2910,10,68,17,0,0,5,0,0,0,103.5881946,danhong,danhong
2911,7,56,29,3,0,5,0,0,0,116.16719920000001,danhong,danhong
2912,31,34,30,3,0,3,0,0,0,150.86693730000002,danhong,danhong
2913,1,33,30,33,0,4,0,0,0,161.7779861,danhong,hong
2914,51,34,10,0,0,6,0,0,0,130.5381851,danhong,danhong
2915,0,9,46,38,0,6,1,0,0,152.01092250000002,danhong,hong
2916,42,31,25,0,0,1,0,0,0,152.97907619999998,danhong,danhong
2917,36,43,13,0,0,9,0,0,0,117.857447,danhong,danhong
2918,2,20,71,6,0,1,0,0,0,170.6776838,danhong,danhong
2919,5,26,57,9,0,3,0,0,0,168.25257580000002,danhong,danhong
2920,4,54,29,4,0,1,8,0,0,146.6753361,danhong,danhong
2921,13,61,23,0,0,2,1,0,0,167.4287789,danhong,danhong
2922,4,32,55,8,0,1,0,0,0,184.7378904,danhong,danhong
2923,10,36,34,16,0,4,0,0,0,138.60601210000002,danhong,danhong
2924,10,24,43,7,0,0,17,0,0,137.376193,danhong,danhong
2925,0,0,0,2,0,0,98,0,0,167.67854880000002,danhong,danhong
2926,0,0,10,0,0,1,89,0,0,128.1395239,danhong,danhong
2927,25,62,12,1,0,0,0,0,0,171.7877138,danhong,danhong
2928,11,52,36,0,0,1,0,0,0,205.4674304,danhong,danhong
2929,28,58,6,0,0,7,0,0,0,127.2700983,danhong,danhong
2930,76,17,1,0,0,6,0,0,0,98.80271986,danhong,danhong
2931,14,55,19,8,0,4,0,0,0,140.4819994,danhong,danhong
2932,33,30,28,8,0,0,0,0,0,165.3111111,danhong,danhong
2933,30,35,34,1,0,0,0,0,0,176.3633869,danhong,danhong
2934,10,57,27,0,0,5,0,0,0,146.1264524,danhong,danhong
2935,5,34,50,1,0,10,1,0,0,95.70537766,danhong,danhong
2936,48,37,8,0,0,6,0,0,0,143.67381919999997,danhong,danhong
2937,0,1,45,31,0,2,22,0,0,152.48968390000002,danhong,danhong
2938,3,44,50,2,0,2,0,0,0,144.63290659999998,danhong,danhong
2939,4,2,11,29,0,8,46,0,0,94.26488714,danhong,hong
2940,9,23,22,32,0,14,0,0,0,140.6085211,danhong,hong
2941,73,19,6,0,0,1,0,0,0,171.7398145,danhong,danhong
2942,0,10,57,29,0,1,3,0,0,145.932192,danhong,danhong
2943,58,27,12,2,0,1,0,0,0,140.82717230000003,danhong,danhong
2944,2,57,39,2,0,0,1,0,0,145.121701,danhong,danhong
2945,47,26,12,1,0,15,0,0,0,124.62129920000001,danhong,danhong
2946,38,46,16,0,0,0,0,0,0,140.5678163,danhong,danhong
2947,0,15,25,41,0,1,18,0,0,159.17800380000003,danhong,hong
2948,55,30,0,0,0,3,0,0,12,139.9185813,danhong,danhong
2949,3,48,11,0,0,0,0,3,34,179.47948200000002,danhong,danhong
2950,1,33,38,23,0,5,0,0,0,136.72629640000002,danhong,hong
2951,47,26,17,6,0,4,0,0,0,168.2771441,danhong,danhong
2952,48,35,12,0,0,5,0,0,0,127.98725479999999,danhong,danhong
2953,0,16,21,52,0,1,10,0,0,147.31499419999997,danhong,hong
2954,0,4,18,4,0,0,74,0,0,160.24409440000002,danhong,danhong
2955,42,51,5,0,0,2,0,0,0,130.3195777,danhong,danhong
2956,45,54,1,0,0,0,0,0,0,170.10045480000002,danhong,danhong
2957,39,36,4,0,0,20,1,0,0,138.7219625,danhong,danhong
2958,47,40,2,0,0,11,0,0,0,115.8669148,danhong,danhong
